"RecordID","Branch","Department","Entity","Transaction Number","Billing Code","Card Number","Fuel Platform","Customer ID","Fuel Type","Discrepancies","Employee ID","Employee Type","Transaction Date","Merchant Name","Merchant City","Merchant State","PADD/Region","Asset Number","Asset Description","Odometer","Product Description","Product Type Description","Quantity","Price Per Unit","Net Cost","Gross Cost","UOM","Posted Date","Month","Currency","Card Type Flag","Cardholder Name","Trip & Dispatch Quantity","Reporting Level","MCC","Merchant Code","Merchant Address 1","Merchant Address 2","Merchant Postal Code","Chain Code","PS Item ID","Cross Border Transaction","Total Amount Due","Total Discount Amount","Total Tax Amount","Transaction Fee","Fuel Transaction ID","Fuel Transaction Detail ID","Branch Description","Original Branch","Original Branch Description","Reviewed By","Reviewed Date","Reviewed Comments","Payment Processed By","Payment Processed Date","Transaction Time Zone","Last Modified By","Last Modified Date","FileName","Full Card Number","K_Equipment Description","K_Safe Harbor Percentage"
"617008","SAN","77SAN","S2071","001000084","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","095593","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","89813","FLATBED","596758","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","DIESEL","116","4.9410","573.16","573.16","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","573.16","0","0","0","0","3500084","3850084","FALLON LOGISTICS","SAN","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MOORE1","2022-01-18 00:00:00","CST","DAVIS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617009","OGG","77OGG","S2070","001000085","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","099533","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","89210","VAN","705569","UNLEADED GASOLINE","UNLEADED","96","4.6760","448.90","448.90","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","448.90","0","0","0","0","3500085","3850085","FALLON LOGISTICS","OGG","FALLON LOGISTICS","JONES1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","THOMAS1","2022-01-18 00:00:00","CST","MILLER1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617010","SFO","77SFO","S2069","001000086","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","097764","REGULAR","2022-01-01","ONE9 EZ TRIP 1277","AVENAL","CA","CALIFORNIA","80811","TRAILER","939300","DIESEL","GASOLINE","111","5.2080","578.09","578.09","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","44779 S. LASSEN AVE.","","93204-0000","PM003","0","NO","578.09","0","0","0","0","3500086","3850086","FALLON LOGISTICS","SFO","FALLON LOGISTICS","BROWN1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","CAPWELA1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617011","SFO","77SFO","S2066","001000087","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","096959","REGULAR","2022-01-01","PILOT FLYING J","MODESTO","CA","CALIFORNIA","87547","TRACTOR(DAY)","904392","UNLEADED GASOLINE","UNLEADED","147","4.1320","607.40","607.40","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","6789 BIRCH ST.","","93204-0000","PM003","0","NO","607.40","0","0","0","0","3500087","3850087","FALLON LOGISTICS","SFO","FALLON LOGISTICS","BROWN1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617012","LAX","77LAX","S2071","001000088","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","","093747","REGULAR","2022-01-01","LOVES TRAVEL STOP","VISALIA","CA","CALIFORNIA","84917","TRACTOR(SLEEP)","617805","PREMIUM UNLEADED","DIESEL","141","3.9270","553.71","553.71","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","0123 WILLOW AVE.","","93204-0000","PM003","0","NO","553.71","0","0","0","0","3500088","3850088","FALLON LOGISTICS","LAX","FALLON LOGISTICS","BROWN1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","MILLER1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617013","LAX","77LAX","S2072","001000089","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","095962","REGULAR","2022-01-01","SHELL GAS STATION","LOS ANGELES","CA","CALIFORNIA","89801","TANKER","618340","PREMIUM UNLEADED","UNLEADED","99","4.4010","435.70","435.70","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","1234 MAIN ST.","","93204-0000","PM003","0","NO","435.70","0","0","0","0","3500089","3850089","FALLON LOGISTICS","LAX","FALLON LOGISTICS","MILLER1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617014","PDX","77PDX","S2066","001000090","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","090802","REGULAR","2022-01-01","LOVES TRAVEL STOP","VISALIA","CA","CALIFORNIA","85070","TRAILER","625228","UNLEADED GASOLINE","GASOLINE","97","4.5170","438.15","438.15","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","0123 WILLOW AVE.","","93204-0000","PM003","0","NO","438.15","0","0","0","0","3500090","3850090","FALLON LOGISTICS","PDX","FALLON LOGISTICS","JONES1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MOORE1","2022-01-18 00:00:00","CST","SMITH1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617015","SEA","77SEA","S2070","001000091","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","099536","REGULAR","2022-01-01","SUNOCO STATION","SAN DIEGO","CA","CALIFORNIA","89958","TANKER","737383","UNLEADED GASOLINE","PREMIUM","67","3.9880","267.20","267.20","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","7890 MAPLE AVE.","","93204-0000","PM003","0","NO","267.20","0","0","0","0","3500091","3850091","FALLON LOGISTICS","SEA","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","WILLIAMS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617016","PHX","77PHX","S2065","001000092","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","094777","REGULAR","2022-01-01","SUNOCO STATION","SAN DIEGO","CA","CALIFORNIA","87269","TRACTOR(DAY)","708702","DIESEL","UNLEADED","86","5.3440","459.58","459.58","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","7890 MAPLE AVE.","","93204-0000","PM003","0","NO","459.58","0","0","0","0","3500092","3850092","FALLON LOGISTICS","PHX","FALLON LOGISTICS","VEMURIB1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MARTIN1","2022-01-18 00:00:00","CST","DAVIS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617017","LAX","77LAX","S2073","001000093","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","094089","REGULAR","2022-01-01","SHELL GAS STATION","LOS ANGELES","CA","CALIFORNIA","82111","FLATBED","804262","DIESEL","GASOLINE","118","4.2850","505.63","505.63","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","1234 MAIN ST.","","93204-0000","PM003","0","NO","505.63","0","0","0","0","3500093","3850093","FALLON LOGISTICS","LAX","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","TAYLOR1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617018","PHX","77PHX","S2070","001000094","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","090364","REGULAR","2022-01-01","CHEVRON FUEL","FRESNO","CA","CALIFORNIA","87314","TRUCK(STRAIGHT)","778944","DIESEL","PREMIUM","71","5.1370","364.73","364.73","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","5678 OAK AVE.","","93204-0000","PM003","0","NO","364.73","0","0","0","0","3500094","3850094","FALLON LOGISTICS","PHX","FALLON LOGISTICS","BROWN1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","CAPWELA1","2022-01-18 00:00:00","CST","WILSON1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617019","SEA","77SEA","S2072","001000095","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","","090831","REGULAR","2022-01-01","TA PETRO","FONTANA","CA","CALIFORNIA","84056","VAN","657589","PREMIUM UNLEADED","DIESEL","137","4.8370","662.67","662.67","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","4567 CEDAR ST.","","93204-0000","PM003","0","NO","662.67","0","0","0","0","3500095","3850095","FALLON LOGISTICS","SEA","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MARTIN1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617020","SEA","77SEA","S2071","001000096","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","","098507","REGULAR","2022-01-01","LOVES TRAVEL STOP","VISALIA","CA","CALIFORNIA","84999","TRACTOR(SLEEP)","643610","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","GASOLINE","129","4.8100","620.49","620.49","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","0123 WILLOW AVE.","","93204-0000","PM003","0","NO","620.49","0","0","0","0","3500096","3850096","FALLON LOGISTICS","SEA","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617021","SAN","77SAN","S2072","001000097","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","095133","REGULAR","2022-01-01","SUNOCO STATION","SAN DIEGO","CA","CALIFORNIA","80899","TRUCK(STRAIGHT)","995526","PREMIUM UNLEADED","DIESEL","94","4.2370","398.28","398.28","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","7890 MAPLE AVE.","","93204-0000","PM003","0","NO","398.28","0","0","0","0","3500097","3850097","FALLON LOGISTICS","SAN","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MARTIN1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617022","SFO","77SFO","S2067","001000098","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","090737","REGULAR","2022-01-01","ONE9 EZ TRIP 1277","AVENAL","CA","CALIFORNIA","84804","TANKER","655269","DIESEL","UNLEADED","129","3.8610","498.07","498.07","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","44779 S. LASSEN AVE.","","93204-0000","PM003","0","NO","498.07","0","0","0","0","3500098","3850098","FALLON LOGISTICS","SFO","FALLON LOGISTICS","VEMURIB1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MARTIN1","2022-01-18 00:00:00","CST","SMITH1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617023","OGG","77OGG","S2074","001000099","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","092022","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","87420","FLATBED","908812","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","GASOLINE","55","3.5890","197.40","197.40","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","197.40","0","0","0","0","3500099","3850099","FALLON LOGISTICS","OGG","FALLON LOGISTICS","VEMURIB1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","WILLIAMS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617024","PHX","77PHX","S2066","001000100","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","","096896","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","84105","CONTAINER","606288","PREMIUM UNLEADED","PREMIUM","131","3.9190","513.39","513.39","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","513.39","0","0","0","0","3500100","3850100","FALLON LOGISTICS","PHX","FALLON LOGISTICS","VEMURIB1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","TAYLOR1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617025","DEN","77DEN","S2068","001000101","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","094115","REGULAR","2022-01-01","SPEEDWAY","STOCKTON","CA","CALIFORNIA","82196","CONTAINER","712470","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","UNLEADED","81","3.7980","307.64","307.64","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","2345 ASH ST.","","93204-0000","PM003","0","NO","307.64","0","0","0","0","3500101","3850101","FALLON LOGISTICS","DEN","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JOHNSON1","2022-01-18 00:00:00","CST","DAVIS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617026","LAS","77LAS","S2068","001000102","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","092267","REGULAR","2022-01-01","TA PETRO","FONTANA","CA","CALIFORNIA","83257","TRACTOR(DAY)","520035","UNLEADED GASOLINE","PREMIUM","76","4.2710","324.60","324.60","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","4567 CEDAR ST.","","93204-0000","PM003","0","NO","324.60","0","0","0","0","3500102","3850102","FALLON LOGISTICS","LAS","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","DAVIS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617027","SEA","77SEA","S2068","001000103","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","098831","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","80626","TRACTOR(SLEEP)","995026","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","DIESEL","125","3.7380","467.25","467.25","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","467.25","0","0","0","0","3500103","3850103","FALLON LOGISTICS","SEA","FALLON LOGISTICS","JONES1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","TAYLOR1","2022-01-18 00:00:00","CST","MILLER1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617028","SAN","77SAN","S2068","001000104","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","091903","REGULAR","2022-01-01","ONE9 EZ TRIP 1277","AVENAL","CA","CALIFORNIA","80465","CONTAINER","767555","PREMIUM UNLEADED","UNLEADED","91","4.9300","448.63","448.63","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","44779 S. LASSEN AVE.","","93204-0000","PM003","0","NO","448.63","0","0","0","0","3500104","3850104","FALLON LOGISTICS","SAN","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","TAYLOR1","2022-01-18 00:00:00","CST","BROWN1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617029","OGG","77OGG","S2071","001000105","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","092442","REGULAR","2022-01-01","ONE9 EZ TRIP 1277","AVENAL","CA","CALIFORNIA","80884","TRAILER","884286","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","GASOLINE","88","4.7870","421.26","421.26","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","44779 S. LASSEN AVE.","","93204-0000","PM003","0","NO","421.26","0","0","0","0","3500105","3850105","FALLON LOGISTICS","OGG","FALLON LOGISTICS","VEMURIB1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","SMITH1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617030","SAN","77SAN","S2065","001000106","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","094980","REGULAR","2022-01-01","TA PETRO","FONTANA","CA","CALIFORNIA","86616","TRAILER","841964","PREMIUM UNLEADED","GASOLINE","97","4.3790","424.76","424.76","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","4567 CEDAR ST.","","93204-0000","PM003","0","NO","424.76","0","0","0","0","3500106","3850106","FALLON LOGISTICS","SAN","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MOORE1","2022-01-18 00:00:00","CST","WILSON1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617031","OGG","77OGG","S2065","001000107","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","098595","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","82597","CONTAINER","977716","DIESEL","GASOLINE","139","3.7440","520.42","520.42","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","520.42","0","0","0","0","3500107","3850107","FALLON LOGISTICS","OGG","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","MOORE1","2022-01-18 00:00:00","CST","MILLER1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617032","FNL","77FNL","S2066","001000108","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","093709","REGULAR","2022-01-01","SHELL GAS STATION","LOS ANGELES","CA","CALIFORNIA","86467","TRACTOR(DAY)","679160","UNLEADED GASOLINE","GASOLINE","87","4.0570","352.96","352.96","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","1234 MAIN ST.","","93204-0000","PM003","0","NO","352.96","0","0","0","0","3500108","3850108","FALLON LOGISTICS","FNL","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617033","DEN","77DEN","S2074","001000109","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","095718","REGULAR","2022-01-01","TA PETRO","FONTANA","CA","CALIFORNIA","86345","CONTAINER","823666","PREMIUM UNLEADED","UNLEADED","145","4.7070","682.52","682.52","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","4567 CEDAR ST.","","93204-0000","PM003","0","NO","682.52","0","0","0","0","3500109","3850109","FALLON LOGISTICS","DEN","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","TAYLOR1","2022-01-18 00:00:00","CST","WILLIAMS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617034","SAN","77SAN","S2074","001000110","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","095272","REGULAR","2022-01-01","EXXON MOBIL","BAKERSFIELD","CA","CALIFORNIA","88353","VAN","610721","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","DIESEL","119","5.1310","610.59","610.59","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","9012 ELM ST.","","93204-0000","PM003","0","NO","610.59","0","0","0","0","3500110","3850110","FALLON LOGISTICS","SAN","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","THOMAS1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617035","LAS","77LAS","S2071","001000111","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","","091324","REGULAR","2022-01-01","CHEVRON FUEL","FRESNO","CA","CALIFORNIA","85701","TRACTOR(DAY)","579507","DIESEL","UNLEADED","61","5.1970","317.02","317.02","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","5678 OAK AVE.","","93204-0000","PM003","0","NO","317.02","0","0","0","0","3500111","3850111","FALLON LOGISTICS","LAS","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JOHNSON1","2022-01-18 00:00:00","CST","WILLIAMS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617036","DEN","77DEN","S2071","001000112","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","095693","REGULAR","2022-01-01","ONE9 EZ TRIP 1277","AVENAL","CA","CALIFORNIA","83231","FLATBED","941114","PREMIUM UNLEADED","UNLEADED","104","4.0870","425.05","425.05","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","44779 S. LASSEN AVE.","","93204-0000","PM003","0","NO","425.05","0","0","0","0","3500112","3850112","FALLON LOGISTICS","DEN","FALLON LOGISTICS","DAVIS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","CAPWELA1","2022-01-18 00:00:00","CST","WILSON1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617037","PDX","77PDX","S2073","001000113","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","093623","REGULAR","2022-01-01","PILOT FLYING J","MODESTO","CA","CALIFORNIA","80586","TANKER","699947","DIESEL","PREMIUM","62","4.6870","290.59","290.59","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","6789 BIRCH ST.","","93204-0000","PM003","0","NO","290.59","0","0","0","0","3500113","3850113","FALLON LOGISTICS","PDX","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","JONES1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617038","LAX","77LAX","S2065","001000114","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","097193","REGULAR","2022-01-01","EXXON MOBIL","BAKERSFIELD","CA","CALIFORNIA","89749","FLATBED","735824","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","DIESEL","97","3.6130","350.46","350.46","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","9012 ELM ST.","","93204-0000","PM003","0","NO","350.46","0","0","0","0","3500114","3850114","FALLON LOGISTICS","LAX","FALLON LOGISTICS","SMITH1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","CAPWELA1","2022-01-18 00:00:00","CST","DAVIS1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617039","FNL","77FNL","S2074","001000115","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","095082","REGULAR","2022-01-01","BP FUEL STOP","SACRAMENTO","CA","CALIFORNIA","86840","CONTAINER","831432","UNLEADED GASOLINE","GASOLINE","62","4.5520","282.22","282.22","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","3456 PINE ST.","","93204-0000","PM003","0","NO","282.22","0","0","0","0","3500115","3850115","FALLON LOGISTICS","FNL","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JOHNSON1","2022-01-18 00:00:00","CST","VEMURIB1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617040","PDX","77PDX","S2065","001000116","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","UNLEADED GASOLINE","","098568","REGULAR","2022-01-01","TA PETRO","FONTANA","CA","CALIFORNIA","87443","CONTAINER","876783","PREMIUM UNLEADED","GASOLINE","110","3.9850","438.35","438.35","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","4567 CEDAR ST.","","93204-0000","PM003","0","NO","438.35","0","0","0","0","3500116","3850116","FALLON LOGISTICS","PDX","FALLON LOGISTICS","WILLIAMS1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","BROWN1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617041","DEN","77DEN","S2074","001000117","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","DIESEL","","095967","REGULAR","2022-01-01","PILOT FLYING J","MODESTO","CA","CALIFORNIA","82930","VAN","612014","DIESEL #2 ULTRA-LOW SULFUR CARB WIT","UNLEADED","102","3.9720","405.14","405.14","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","6789 BIRCH ST.","","93204-0000","PM003","0","NO","405.14","0","0","0","0","3500117","3850117","FALLON LOGISTICS","DEN","FALLON LOGISTICS","WILSON1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","JACKSON1","2022-01-18 00:00:00","CST","SMITH1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
"617042","SAN","77SAN","S2066","001000118","F","FUELMAN MASTERCARD","CHDLZ","PREFERRED","PREMIUM UNLEADED","","097957","REGULAR","2022-01-01","CHEVRON FUEL","FRESNO","CA","CALIFORNIA","85128","FLATBED","989571","PREMIUM UNLEADED","DIESEL","53","5.2030","275.76","275.76","GAL","2022-01-01","1","USD","E","LINGARAJ, NAVEEN","0","F","CL191","5678 OAK AVE.","","93204-0000","PM003","0","NO","275.76","0","0","0","0","3500118","3850118","FALLON LOGISTICS","SAN","FALLON LOGISTICS","JONES1","2022-01-03 00:00:00","EXPORTED FOR PAYMENT","ANDERSON1","2022-01-18 00:00:00","CST","SMITH1","2022-01-03 00:00:00","202201","","Other Auxiliary Equipment","0.1"
